CreditScore,Age,Balance,NumOfProducts,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,IsActiveMember_1,TenureOverAge,BalanceOverSalary,Credit_Age_Ratio,Balance_Per_Product,Active_Monetary_Value,Has_Balance,Age_Group,Credit_Score_Tier,Geo_Balance_Mean,Balance_Rel_Geo
581,34,101633.04,1,110431.51,0,True,False,False,False,0.029411764705882353,0.9203264539260578,17.08823529411765,101633.04,0.0,1,1,1,119730.1161339179,0.8488510934569181
735,43,123180.01,2,196673.28,0,True,False,True,True,0.23255813953488372,0.6263179726295305,17.093023255813954,61590.005,123180.01,1,1,2,119730.1161339179,1.0288139189827845
661,35,150725.53,2,113656.85,0,True,False,False,True,0.14285714285714285,1.3261455864736704,18.885714285714286,75362.765,150725.53,1,1,2,119730.1161339179,1.258877339026497
675,21,98373.26,1,18203.0,0,False,False,False,False,0.38095238095238093,5.404233368126133,32.142857142857146,98373.26,0.0,1,0,2,62001.87311440395,1.5866175497389359
738,58,133745.44,4,28373.86,1,True,False,True,False,0.034482758620689655,4.713685060827113,12.724137931034482,33436.36,0.0,1,2,2,119730.1161339179,1.1170576319361956
813,29,0.0,1,33953.87,0,False,False,True,False,0.20689655172413793,0.0,28.03448275862069,0.0,0.0,0,0,3,62001.87311440395,0.0
657,37,163607.18,1,44203.55,0,False,True,False,True,0.0,3.701222639358151,17.756756756756758,163607.18,163607.18,1,1,2,62001.87311440395,2.638745763343586
604,25,157780.84,2,58426.81,0,True,False,False,True,0.2,2.7004869853411475,24.16,78890.42,157780.84,1,0,1,119730.1161339179,1.3178041172491843
519,36,0.0,2,145562.4,0,False,False,True,True,0.25,0.0,14.416666666666666,0.0,0.0,0,1,0,62001.87311440395,0.0
735,21,178718.19,2,22388.0,0,False,False,False,False,0.047619047619047616,7.982767107378953,35.0,89359.095,0.0,1,0,2,62001.87311440395,2.8824643679753787
664,55,0.0,2,139161.64,0,False,False,True,True,0.14545454545454545,0.0,12.072727272727272,0.0,0.0,0,2,2,62001.87311440395,0.0
678,32,0.0,1,148210.64,0,False,False,False,True,0.28125,0.0,21.1875,0.0,0.0,0,1,2,62001.87311440395,0.0
757,33,77253.22,1,194239.63,0,False,True,True,True,0.15151515151515152,0.39772120653236415,22.939393939393938,77253.22,77253.22,1,1,3,62001.87311440395,1.245982034404908
416,41,122189.66,2,98301.61,0,True,False,False,False,0.24390243902439024,1.2430077187952466,10.146341463414634,61094.83,0.0,1,1,0,119730.1161339179,1.0205423994020946
665,34,96645.54,2,171413.66,0,False,False,False,False,0.029411764705882353,0.5638146924813343,19.558823529411764,48322.77,0.0,1,1,2,62001.87311440395,1.5587519399885326
777,32,0.0,1,136458.19,1,False,False,False,False,0.0625,0.0,24.28125,0.0,0.0,0,1,3,62001.87311440395,0.0
543,36,0.0,2,26019.59,0,False,False,False,False,0.08333333333333333,0.0,15.083333333333334,0.0,0.0,0,1,0,62001.87311440395,0.0
506,34,90307.62,1,159235.29,0,False,False,False,True,0.11764705882352941,0.5671332026964625,14.882352941176471,90307.62,90307.62,1,1,0,62001.87311440395,1.456530512124483
493,46,0.0,2,1907.66,0,False,False,False,False,0.08695652173913043,0.0,10.717391304347826,0.0,0.0,0,2,0,62001.87311440395,0.0
652,75,0.0,2,114675.75,0,False,True,False,True,0.13333333333333333,0.0,8.693333333333333,0.0,0.0,0,3,2,62001.87311440395,0.0
750,22,121681.82,1,128643.35,1,False,True,True,False,0.13636363636363635,0.945885037975146,34.09090909090909,121681.82,0.0,1,0,2,62001.87311440395,1.962550708354834
729,30,0.0,2,151869.35,0,False,False,True,False,0.3,0.0,24.3,0.0,0.0,0,0,2,62001.87311440395,0.0
646,46,0.0,3,93251.42,1,False,False,False,False,0.08695652173913043,0.0,14.043478260869565,0.0,0.0,0,2,1,62001.87311440395,0.0
635,28,81623.67,2,156791.36,0,True,False,False,True,0.10714285714285714,0.520587805348458,22.678571428571427,40811.835,81623.67,1,0,1,119730.1161339179,0.6817304838216651
647,44,0.0,3,174205.22,1,False,True,False,True,0.11363636363636363,0.0,14.704545454545455,0.0,0.0,0,1,1,62001.87311440395,0.0
808,45,118626.55,2,147132.46,0,False,False,True,False,0.15555555555555556,0.8062568246327154,17.955555555555556,59313.275,0.0,1,1,3,62001.87311440395,1.9132736487027406
524,36,0.0,2,109614.57,0,False,False,False,False,0.2777777777777778,0.0,14.555555555555555,0.0,0.0,0,1,0,62001.87311440395,0.0
769,29,0.0,2,172290.61,0,False,False,True,True,0.27586206896551724,0.0,26.517241379310345,0.0,0.0,0,0,3,62001.87311440395,0.0
730,42,0.0,2,85982.47,0,False,True,True,True,0.09523809523809523,0.0,17.38095238095238,0.0,0.0,0,1,2,62001.87311440395,0.0
515,35,176273.95,1,121277.78,0,False,True,True,True,0.2857142857142857,1.453472763106317,14.714285714285714,176273.95,176273.95,1,1,0,62001.87311440395,2.8430423331686243
773,41,102827.44,1,64595.25,0,False,True,True,True,0.21951219512195122,1.5918730866433677,18.853658536585368,102827.44,102827.44,1,1,3,62001.87311440395,1.658456992263217
814,29,97086.4,2,197276.13,0,True,False,True,True,0.27586206896551724,0.4921345527205952,28.06896551724138,48543.2,97086.4,1,0,3,119730.1161339179,0.8108770218798506
710,22,0.0,2,99645.04,0,False,True,True,False,0.36363636363636365,0.0,32.27272727272727,0.0,0.0,0,0,2,62001.87311440395,0.0
413,34,0.0,2,6534.18,0,False,False,True,False,0.2647058823529412,0.0,12.147058823529411,0.0,0.0,0,1,0,62001.87311440395,0.0
665,40,0.0,1,161848.03,0,False,False,False,True,0.15,0.0,16.625,0.0,0.0,0,1,2,62001.87311440395,0.0
623,44,0.0,2,167162.43,0,False,False,False,False,0.13636363636363635,0.0,14.159090909090908,0.0,0.0,0,1,1,62001.87311440395,0.0
738,31,82674.15,1,41970.72,0,False,False,True,False,0.2903225806451613,1.9698053786068,23.806451612903224,82674.15,0.0,1,1,2,62001.87311440395,1.3334137477984285
528,36,0.0,2,60536.56,0,False,True,True,False,0.19444444444444445,0.0,14.666666666666666,0.0,0.0,0,1,0,62001.87311440395,0.0
670,65,0.0,1,177655.68,1,False,True,False,True,0.015384615384615385,0.0,10.307692307692308,0.0,0.0,0,3,2,62001.87311440395,0.0
622,46,107073.27,2,30984.59,1,False,True,False,True,0.08695652173913043,3.4556942660851733,13.521739130434783,53536.635,107073.27,1,2,1,62001.87311440395,1.7269360524387982
582,32,88938.62,1,10054.53,0,True,False,True,True,0.03125,8.845626797075546,18.1875,88938.62,88938.62,1,1,1,119730.1161339179,0.7428258058358711
785,36,99806.85,1,36976.52,0,True,False,False,True,0.05555555555555555,2.699195327196827,21.805555555555557,99806.85,99806.85,1,1,3,119730.1161339179,0.8335985399727354
605,33,150092.8,1,71862.79,0,False,True,True,False,0.15151515151515152,2.0886024603275213,18.333333333333332,150092.8,0.0,1,1,1,62001.87311440395,2.420778477499436
479,35,92833.89,1,99449.86,1,True,False,True,False,0.2571428571428571,0.933474315599841,13.685714285714285,92833.89,0.0,1,1,0,119730.1161339179,0.7753595586273839
685,30,90536.81,1,63082.88,0,True,False,True,True,0.1,1.435204131453732,22.833333333333332,90536.81,90536.81,1,0,2,119730.1161339179,0.7561740765267008
538,39,108055.1,2,27231.26,0,True,False,True,False,0.1794871794871795,3.968053626604131,13.794871794871796,54027.55,0.0,1,1,0,119730.1161339179,0.9024888932634175
562,42,100238.35,1,86797.41,0,False,False,True,False,0.047619047619047616,1.154854159818824,13.380952380952381,100238.35,0.0,1,1,1,62001.87311440395,1.6166987377146378
675,36,106190.55,1,22994.32,0,False,True,True,True,0.25,4.618120909859479,18.75,106190.55,106190.55,1,1,2,62001.87311440395,1.712699063205082
721,28,154475.54,2,101300.94,1,True,False,True,True,0.32142857142857145,1.524917142920885,25.75,77237.77,154475.54,1,0,2,119730.1161339179,1.2901978632278235
628,30,132351.29,2,74169.13,0,True,False,False,True,0.3,1.7844525073976194,20.933333333333334,66175.645,132351.29,1,0,1,119730.1161339179,1.1054135273030667
668,37,167864.4,1,115638.29,0,True,False,False,False,0.16216216216216217,1.4516333646926118,18.054054054054053,167864.4,0.0,1,1,2,119730.1161339179,1.4020231953357833
506,41,0.0,2,31766.3,0,False,False,False,False,0.024390243902439025,0.0,12.341463414634147,0.0,0.0,0,1,0,62001.87311440395,0.0
524,31,107818.63,1,199725.39,1,True,False,False,False,0.25806451612903225,0.5398343695811534,16.903225806451612,107818.63,0.0,1,1,0,119730.1161339179,0.9005138680347147
699,34,185173.81,2,120834.48,0,True,False,True,False,0.11764705882352941,1.5324583678433508,20.558823529411764,92586.905,0.0,1,1,2,119730.1161339179,1.546593421766028
828,34,129433.34,2,38131.77,0,False,False,True,False,0.23529411764705882,3.394370101361673,24.352941176470587,64716.67,0.0,1,1,3,62001.87311440395,2.087571447416977
674,39,120193.42,1,100130.95,0,False,True,True,False,0.15384615384615385,1.2003623255347122,17.28205128205128,120193.42,0.0,1,1,2,62001.87311440395,1.9385449819914762
656,39,0.0,2,141069.88,0,False,False,False,False,0.15384615384615385,0.0,16.82051282051282,0.0,0.0,0,1,2,62001.87311440395,0.0
684,48,126384.42,1,198129.36,0,True,False,False,True,0.20833333333333334,0.6378883977619471,14.25,126384.42,126384.42,1,2,2,119730.1161339179,1.055577527868087
625,28,0.0,1,183646.41,0,False,False,False,False,0.10714285714285714,0.0,22.321428571428573,0.0,0.0,0,0,1,62001.87311440395,0.0
432,42,152603.45,1,110265.24,1,False,False,True,False,0.21428571428571427,1.3839669691010512,10.285714285714286,152603.45,0.0,1,1,0,62001.87311440395,2.4612716089789872
549,52,0.0,1,8636.05,1,False,False,False,True,0.019230769230769232,0.0,10.557692307692308,0.0,0.0,0,2,0,62001.87311440395,0.0
625,56,148507.24,1,46824.08,1,True,False,True,False,0.0,3.17159974098797,11.160714285714286,148507.24,0.0,1,2,1,119730.1161339179,1.2403499202647974
828,41,0.0,2,171378.77,0,False,False,False,False,0.17073170731707318,0.0,20.195121951219512,0.0,0.0,0,1,3,62001.87311440395,0.0
770,24,101827.07,1,167256.35,0,False,False,True,False,0.375,0.6088083950175883,32.083333333333336,101827.07,0.0,1,0,3,62001.87311440395,1.6423224797114087
758,34,0.0,2,124226.16,0,False,False,False,True,0.08823529411764706,0.0,22.294117647058822,0.0,0.0,0,1,3,62001.87311440395,0.0
795,33,130862.43,1,114935.21,0,True,False,False,True,0.2727272727272727,1.138575637526568,24.09090909090909,130862.43,130862.43,1,1,3,119730.1161339179,1.09297839362012
687,38,122570.87,1,35608.88,0,False,False,True,True,0.23684210526315788,3.442143364239482,18.07894736842105,122570.87,122570.87,1,1,2,62001.87311440395,1.9768897912783376
686,25,0.0,2,16459.37,0,False,False,True,True,0.04,0.0,27.44,0.0,0.0,0,0,2,62001.87311440395,0.0
789,39,124828.46,2,124411.08,0,True,False,True,True,0.1794871794871795,1.003354845886717,20.23076923076923,62414.23,124828.46,1,1,3,119730.1161339179,1.0425819670999035
589,50,144895.05,2,34941.23,0,True,False,False,True,0.1,4.146821677428069,11.78,72447.525,144895.05,1,2,1,119730.1161339179,1.2101804848993478
461,34,63663.93,1,167784.28,0,True,False,False,True,0.14705882352941177,0.3794391822642741,13.558823529411764,63663.93,63663.93,1,1,0,119730.1161339179,0.531728624808081
637,40,133463.1,1,93165.34,0,False,False,True,True,0.05,1.4325402558505127,15.925,133463.1,133463.1,1,1,1,62001.87311440395,2.1525656128765336
584,48,213146.2,1,75161.25,1,False,True,False,False,0.041666666666666664,2.835852250993697,12.166666666666666,213146.2,0.0,1,2,1,62001.87311440395,3.4377380761821374
579,35,129490.36,2,8590.83,1,False,True,False,True,0.02857142857142857,15.073090725808798,16.542857142857144,64745.18,129490.36,1,1,1,62001.87311440395,2.088491097052316
756,44,137452.09,1,189543.9,0,True,False,True,False,0.22727272727272727,0.7251728491394341,17.181818181818183,137452.09,0.0,1,1,3,119730.1161339179,1.1480160083220843
663,34,0.0,2,180427.24,0,False,False,True,True,0.20588235294117646,0.0,19.5,0.0,0.0,0,1,2,62001.87311440395,0.0
682,43,125851.93,1,193318.33,0,False,False,False,True,0.11627906976744186,0.6510087791468093,15.86046511627907,125851.93,125851.93,1,1,2,62001.87311440395,2.0298085151037597
793,52,0.0,1,159123.82,1,False,True,True,False,0.038461538461538464,0.0,15.25,0.0,0.0,0,2,3,62001.87311440395,0.0
691,31,40915.55,1,126213.84,1,False,False,False,False,0.16129032258064516,0.32417641361676347,22.29032258064516,40915.55,0.0,1,1,2,62001.87311440395,0.6599082889722362
485,21,113157.22,1,54141.5,0,False,True,False,True,0.23809523809523808,2.090027428128146,23.095238095238095,113157.22,113157.22,1,0,0,62001.87311440395,1.8250613137316962
635,29,138296.94,2,141075.51,0,False,True,False,False,0.27586206896551724,0.9803043774217084,21.896551724137932,69148.47,0.0,1,0,1,62001.87311440395,2.23052841879178
650,37,106967.18,1,24495.03,0,False,False,True,False,0.13513513513513514,4.36689320241698,17.56756756756757,106967.18,0.0,1,1,1,62001.87311440395,1.7252249751007915
735,44,120681.63,1,74836.34,0,False,False,True,False,0.20454545454545456,1.612607324195705,16.704545454545453,120681.63,0.0,1,1,2,62001.87311440395,1.9464190989411234
416,32,0.0,2,878.87,0,False,False,True,True,0.0,0.0,13.0,0.0,0.0,0,1,0,62001.87311440395,0.0
754,32,0.0,2,89520.75,0,False,True,False,False,0.21875,0.0,23.5625,0.0,0.0,0,1,3,62001.87311440395,0.0
535,48,0.0,1,149892.79,1,False,False,False,False,0.1875,0.0,11.145833333333334,0.0,0.0,0,2,0,62001.87311440395,0.0
716,42,0.0,2,180800.42,0,False,True,True,False,0.19047619047619047,0.0,17.047619047619047,0.0,0.0,0,1,2,62001.87311440395,0.0
539,37,127609.59,1,98646.22,0,False,False,True,False,0.05405405405405406,1.293608513331783,14.567567567567568,127609.59,0.0,1,1,0,62001.87311440395,2.058157013491168
614,43,0.0,2,109041.53,0,False,False,False,True,0.13953488372093023,0.0,14.279069767441861,0.0,0.0,0,1,1,62001.87311440395,0.0
706,57,0.0,1,17941.16,1,False,True,True,False,0.12280701754385964,0.0,12.385964912280702,0.0,0.0,0,2,2,62001.87311440395,0.0
758,33,0.0,2,82996.47,0,False,False,False,False,0.21212121212121213,0.0,22.96969696969697,0.0,0.0,0,1,3,62001.87311440395,0.0
586,28,0.0,2,92067.35,0,False,True,False,True,0.07142857142857142,0.0,20.928571428571427,0.0,0.0,0,0,1,62001.87311440395,0.0
646,73,97259.25,1,104719.66,0,False,False,False,True,0.0821917808219178,0.9287582675497609,8.849315068493151,97259.25,97259.25,1,3,1,62001.87311440395,1.568650189334445
631,33,123246.7,1,112687.57,0,True,False,False,False,0.12121212121212122,1.0937027038563347,19.12121212121212,123246.7,0.0,1,1,1,119730.1161339179,1.0293709216998403
717,22,101060.25,1,84699.56,0,False,True,False,True,0.2727272727272727,1.1931614520783815,32.59090909090909,101060.25,101060.25,1,0,2,62001.87311440395,1.6299547888420522
684,30,0.0,2,83473.82,0,False,False,True,False,0.06666666666666667,0.0,22.8,0.0,0.0,0,0,2,62001.87311440395,0.0
800,49,108007.36,1,47125.11,0,False,False,False,False,0.14285714285714285,2.2919280188417597,16.3265306122449,108007.36,0.0,1,2,3,62001.87311440395,1.7420015650286589
721,36,0.0,2,106977.8,0,False,True,False,True,0.05555555555555555,0.0,20.02777777777778,0.0,0.0,0,1,2,62001.87311440395,0.0
683,29,133702.89,1,55582.54,1,False,True,True,False,0.0,2.405483628491969,23.551724137931036,133702.89,0.0,1,0,2,62001.87311440395,2.1564330766797246
660,31,125189.75,2,139874.43,0,True,False,True,True,0.2903225806451613,0.8950152647628306,21.29032258064516,62594.875,125189.75,1,1,2,119730.1161339179,1.045599503636792
704,24,113034.22,1,162503.48,1,True,False,False,False,0.2916666666666667,0.6955803038802615,29.333333333333332,113034.22,0.0,1,0,2,119730.1161339179,0.9440750886232454
615,41,109013.23,1,196499.96,0,False,True,False,False,0.21951219512195122,0.554774820310396,15.0,109013.23,0.0,1,1,1,62001.87311440395,1.7582247845779133
667,39,0.0,2,40721.24,1,False,True,False,False,0.05128205128205128,0.0,17.102564102564102,0.0,0.0,0,1,2,62001.87311440395,0.0
682,24,57929.81,2,53134.3,0,True,False,True,False,0.375,1.0902526240112318,28.416666666666668,28964.905,0.0,1,0,2,119730.1161339179,0.4838365807246493
484,29,130114.39,1,164017.89,0,False,False,False,False,0.13793103448275862,0.7932938900750399,16.689655172413794,130114.39,0.0,1,0,0,62001.87311440395,2.098555792982527
628,27,95826.49,2,155996.96,0,True,False,True,False,0.18518518518518517,0.6142843424641096,23.25925925925926,47913.245,0.0,1,0,1,119730.1161339179,0.8003541055018962
480,44,129608.57,1,5472.7,1,True,False,True,False,0.22727272727272727,23.68274709010178,10.909090909090908,129608.57,0.0,1,1,0,119730.1161339179,1.0825060075531296
578,30,169462.09,1,112187.11,0,False,False,True,False,0.13333333333333333,1.5105308444080607,19.266666666666666,169462.09,0.0,1,0,1,62001.87311440395,2.7331769426919372
512,40,0.0,2,146457.83,0,False,False,True,True,0.125,0.0,12.8,0.0,0.0,0,1,0,62001.87311440395,0.0
